# Constructed from biom file
#OTU ID	control15Bracken	control25Bracken	maiz25Bracken	maiz35Bracken
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuchan romanomermis nematode virus 3	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuchang cockroach Virus 4	1.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan Millipede virus 4	0.0	0.0	2.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan arthropod virus 1	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan arthropod virus 2	1.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan arthropod virus 3	2.0	1.0	2.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan arthropod virus 4	1.0	1.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan coneheads virus 1	0.0	5.0	3.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan coneheads virus 2	2.0	0.0	2.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan cricket virus 2	3.0	2.0	2.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan fly virus 4	3.0	2.0	1.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan fly virus 5	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan heteroptera virus 1	1.0	2.0	3.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan heteroptera virus 2	0.0	1.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan heteroptera virus 3	6.0	2.0	2.0	4.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan horsefly Virus 3	2.0	1.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan house centipede virus 1	2.0	5.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan house centipede virus 2	0.0	1.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan house centipede virus 3	2.0	0.0	1.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan house centipede virus 4	1.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan house centipede virus 5	1.0	2.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan house centipede virus 6	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 10	1.0	1.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 11	2.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 12	0.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 13	1.0	2.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 15	5.0	2.0	2.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 18	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 19	10.0	9.0	6.0	8.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 20	1.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 21	1.0	2.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 23	2.0	0.0	2.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 27	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 31	1.0	0.0	2.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 33	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 35	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 8	3.0	0.0	1.0	7.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan insect virus 9	0.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan large pig roundworm virus 1	0.0	0.0	2.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan millipede virus 3	2.0	1.0	3.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan nido-like virus 1	1.0	1.0	0.0	4.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan pillworm virus 1	2.0	2.0	3.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan pillworm virus 2	0.0	1.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan pillworm virus 3	2.0	1.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan poty-like virus 1	1.0	6.0	5.0	6.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan spider virus 2	0.0	2.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan spider virus 3	2.0	3.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan spider virus 4	3.0	2.0	4.0	4.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan spider virus 5	6.0	9.0	2.0	3.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan spider virus 6	2.0	6.0	2.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan spider virus 8	0.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan spider virus 9	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Wuhan spirurian nematodes virus 1	1.0	1.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xingshan nematode virus 1	4.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xingshan nematode virus 2	1.0	3.0	1.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xingshan nematode virus 4	4.0	3.0	2.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xingshan nematode virus 6	1.0	1.0	1.0	3.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xinzhou dimarhabdovirus virus 1	2.0	2.0	1.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xinzhou nematode virus 1	2.0	5.0	1.0	6.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xinzhou nematode virus 2	1.0	1.0	1.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xinzhou nematode virus 3	0.0	1.0	1.0	3.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xinzhou nematode virus 4	1.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xinzhou nematode virus 5	1.0	1.0	2.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xinzhou nematode virus 7	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Xinzhou toro-like virus	3.0	3.0	4.0	4.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Zhejiang mosquito virus 1	2.0	3.0	2.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Alvernaviridae;g__Dinornavirus;s__Zhejiang mosquito virus 3	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__;s__Zostera marina amalgavirus 2	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Allium cepa amalgavirus 1	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Allium cepa amalgavirus 2	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Arhar cryptic virus-I	0.0	0.0	14.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Black grass cryptic virus 2	2.0	3.0	2.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Blueberry latent virus	0.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Chimpanzee faeces associated circular DNA molecule 1	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Lake Sarah-associated circular molecule 1	0.0	1.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Lake Sarah-associated circular molecule 10	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Lake Sarah-associated circular virus-11	0.0	2.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Lake Sarah-associated circular virus-17	0.0	0.0	2.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Lake Sarah-associated circular virus-30	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Lake Sarah-associated circular virus-51	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Lake Sarah-associated circular virus-6	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Llama faeces associated circular DNA virus-1	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Marine RNA virus PAL438	0.0	2.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Penicillium aurantiogriseum partiti-like virus	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Phytophthora parasitica virus	0.0	3.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Rhododendron virus A	2.0	4.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Streptococcus phage phiARI0004	1.0	1.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Streptococcus phage phiARI0468-2	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Swagivirus HG	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Tanay virus	2.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Amalgaviridae;g__Amalgavirus;s__Wilkie narna-like virus 1	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Simian torque teno virus 30	1.0	0.0	2.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Simian torque teno virus 31	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Simian torque teno virus 32	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Simian torque teno virus 34	2.0	2.0	4.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 1	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 10	1.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 12	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 14	1.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 15	1.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 16	0.0	0.0	2.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 19	1.0	0.0	4.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 25	0.0	1.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 26	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 27	2.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 28	0.0	1.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 3	2.0	1.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 4	1.0	1.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 7	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Alphatorquevirus;s__Torque teno virus 8	0.0	0.0	3.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Seal anellovirus TFFN/USA/2006	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Small anellovirus	2.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__TTV-like mini virus	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Torque teno mini virus 1	1.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Torque teno mini virus 18	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Torque teno mini virus 2	0.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Torque teno mini virus 3	0.0	2.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Torque teno mini virus 4	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Torque teno mini virus 6	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Torque teno mini virus 7	1.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Torque teno mini virus 9	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Betatorquevirus;s__Torque teno mini virus ALH8	2.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Bromus-associated circular DNA virus 1	0.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Circo-like virus-Brazil	0.0	2.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Circovirus-like genome CB-B	0.0	1.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Circovirus-like genome RW-C	0.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Circovirus-like genome RW-D	0.0	2.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Circovirus-like genome RW-E	1.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Ctenophore-associated circular virus 1	0.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Ctenophore-associated circular virus 3	1.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Ctenophore-associated circular virus 4	1.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Dragonfly larvae associated circular virus-4	2.0	1.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Dragonfly orbiculatusvirus	0.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__McMurdo Ice Shelf pond-associated circular DNA virus-8	0.0	0.0	0.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Porcine stool-associated circular virus 3	0.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Sewage-associated circular DNA virus-17	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Sewage-associated circular DNA virus-24	0.0	0.0	0.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Sewage-associated circular DNA virus-30	0.0	1.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Sewage-associated circular DNA virus-31	2.0	0.0	2.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Sewage-associated circular DNA virus-33	0.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Epsilontorquevirus;s__Torque teno tamarin virus	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Etatorquevirus;s__Rodent Torque teno virus 2	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Etatorquevirus;s__Torque teno Tadarida brasiliensis virus	0.0	2.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Etatorquevirus;s__Torque teno felis virus	4.0	3.0	3.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Gammatorquevirus;s__Torque teno midi virus 1	0.0	0.0	0.0	3.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Gyrovirus;s__Avian gyrovirus 2	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Gyrovirus;s__Chicken anemia virus	3.0	2.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Gyrovirus;s__GyV3	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Gyrovirus;s__GyV8	0.0	1.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Gyrovirus;s__Seal anellovirus 3	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Gyrovirus;s__Tu243	1.0	2.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Iotatorquevirus;s__Seal anellovirus 2	0.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Iotatorquevirus;s__Torque teno sus virus 1a	0.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Lambdatorquevirus;s__Torque teno zalophus virus 1	0.0	1.0	0.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Thetatorquevirus;s__Torque teno canis virus	1.0	0.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Anelloviridae;g__Zetatorquevirus;s__Torque teno douroucouli virus	2.0	0.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Bole Tick Virus 3	2.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Botrytis cinerea negative-stranded RNA virus 1	2.0	1.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Changping Tick Virus 2	2.0	1.0	2.0	3.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Changping Tick Virus 3	1.0	0.0	3.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Fusarium poae negative-stranded virus 1	0.0	0.0	2.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Fusarium poae negative-stranded virus 2	1.0	0.0	0.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Shayang Fly Virus 1	2.0	2.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Shuangao Bedbug Virus 2	1.0	2.0	0.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Tacheng Tick Virus 4	3.0	10.0	1.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Tacheng Tick Virus 5	0.0	2.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Wenzhou Crab Virus 3	3.0	3.0	2.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Wuhan Insect virus 2	2.0	2.0	4.0	3.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Wuhan Louse Fly Virus 9	4.0	1.0	4.0	6.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Wuhan Mosquito Virus 8	1.0	6.0	9.0	4.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Wuhan Tick Virus 1	1.0	2.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Arenavirus;s__Wuhan horsefly Virus	1.0	3.0	0.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Allpahuayo mammarenavirus	1.0	1.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Argentinian mammarenavirus	2.0	1.0	0.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Bear Canyon mammarenavirus	4.0	9.0	1.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Brazilian mammarenavirus	3.0	1.0	6.0	8.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Cali mammarenavirus	3.0	7.0	1.0	2.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Chapare mammarenavirus	0.0	0.0	1.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Cupixi mammarenavirus	1.0	2.0	2.0	3.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Flexal mammarenavirus	0.0	0.0	2.0	3.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Gairo mammarenavirus	2.0	6.0	2.0	4.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Guanarito mammarenavirus	2.0	1.0	2.0	0.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Ippy mammarenavirus	1.0	0.0	2.0	1.0
k__Viruses;p__;c__;o__Bunyavirales;f__Arenaviridae;g__Mammarenavirus;s__Lassa mammarenavirus	1.0	0.0	0.0	0.0
